True,Unnamed: 0,Call ID,person_ID,Referal Source,Attorney,Injury 1,Injury 2,Injury 3,Injury 4,Injury 5,surgery,injury_date,intake,take,person_id,name,sex,date of birth,Person ID Check,Facebook,Google,Other,Referal,Website,Female,Male,Age of Client,Ankle,Arm,Elbow,Eye,Foot/Feet,Hand,Hands,Head,Hip,Neck
11383,11383,11519,11483,Facebook,Ally Mcbeal,Eye,Arm,,,,No,2016-03-30,2017-10-28,Yes,11483,Robert Delmoro,Male,1986-08-17,0,1,0,0,0,0,0,1,10818 days 00:00:00.000000000,0,1,0,1,0,0,0,0,0,0
11384,11384,11520,11484,Referal,Ally Mcbeal,Eye,,,,,No,2016-08-08,2017-10-29,Yes,11484,Vicki Do,Female,1989-06-20,0,0,0,0,1,0,1,0,9911 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,0
11385,11385,11521,11485,Google,Perry Mason,Neck,Head,,,,Yes,2017-09-09,2017-10-30,Yes,11485,Patty Martinez,Female,1975-10-07,0,0,1,0,0,0,1,0,15313 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,1
11386,11386,11522,11486,Website,Rachel Zane,Elbow,,,,,No,2017-02-02,2017-10-31,No,11486,Patricia Hein,Female,1992-06-11,0,0,0,0,0,1,1,0,9002 days 00:00:00.000000000,0,0,1,0,0,0,0,0,0,0
11387,11387,11523,11487,Referal,Joanee Galloway,Eye,,,,,No,2017-05-05,2017-11-01,Yes,11487,Ruthie Laughlin,,1993-07-25,0,0,0,0,1,0,0,0,8685 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,0
11388,11388,11524,11488,Other,Rachel Zane,Eye,Elbow,Arm,,,No,2016-01-14,2017-11-01,No,11488,Joyce Jones,Female,2007-07-19,0,0,0,1,0,0,1,0,3101 days 00:00:00.000000000,0,1,1,1,0,0,0,0,0,0
11389,11389,11525,11489,Facebook,Rusty Sabich,Neck,Head,,,,Yes,2017-06-11,2017-11-01,Yes,11489,Carl Ingraham,Male,1985-07-14,0,1,0,0,0,0,0,1,11655 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,1
11390,11390,11526,11490,Other,Perry Mason,Neck,Elbow,,,,Yes,2015-01-03,2017-11-02,No,11490,Katherine Lively,Female,1979-01-22,0,0,0,1,0,0,1,0,13130 days 00:00:00.000000000,0,0,1,0,0,0,0,0,0,1
11391,11391,11527,11491,Other,Atticus Finch,Hands,,,,,Yes,2010-02-20,2017-11-03,No,11491,Lena Gates,Female,2010-12-31,0,0,0,1,0,0,1,0,-314 days +00:00:00.000000000,0,0,0,0,0,0,1,0,0,0
11392,11392,11528,11492,Website,Atticus Finch,Head,Hands,,,,Yes,2017-06-09,2017-11-04,Yes,11492,Diane Davis,Female,1980-08-31,0,0,0,0,0,1,1,0,13431 days 00:00:00.000000000,0,0,0,0,0,0,1,1,0,0
11393,11393,11529,11493,,Daniel Kafee,Head,Eye,Foot/Feet,,,Yes,2016-09-15,2017-11-05,No,11493,John Maldonado,Male,1987-05-15,0,0,0,0,0,0,0,1,10716 days 00:00:00.000000000,0,0,0,1,1,0,0,1,0,0
11394,11394,11530,11494,Referal,Ally Mcbeal,Neck,Foot/Feet,Ankle,,,Yes,2017-10-10,2017-11-05,Yes,11494,Ted Furukawa,Male,1986-05-14,0,0,0,0,1,0,0,1,11472 days 00:00:00.000000000,1,0,0,0,1,0,0,0,0,1
11395,11395,11531,11495,Other,Joanee Galloway,Foot/Feet,Hip,,,,Yes,2013-12-13,2017-11-05,No,11495,Janet Grizzard,Female,1999-12-01,0,0,0,1,0,0,1,0,5126 days 00:00:00.000000000,0,0,0,0,1,0,0,0,1,0
11396,11396,11532,11496,Website,Joanee Galloway,Hand,Neck,Head,Foot/Feet,,Yes,2015-11-28,2017-11-05,No,11496,John Mccray,,1973-11-21,0,0,0,0,0,1,0,0,15347 days 00:00:00.000000000,0,0,0,0,1,1,0,1,0,1
11397,11397,11533,11497,Other,Rachel Zane,Neck,Hand,Hip,,,No,2013-06-13,2017-11-06,No,11497,Shelley Gulbrandsen,Female,2010-03-29,0,0,0,1,0,0,1,0,1172 days 00:00:00.000000000,0,0,0,0,0,1,0,0,1,1
11398,11398,11534,11498,Other,Joanee Galloway,Arm,,,,,No,2013-04-03,2017-11-06,No,11498,Elizabeth Mose,Female,2019-01-28,0,0,0,1,0,0,1,0,-2126 days +00:00:00.000000000,0,1,0,0,0,0,0,0,0,0
11399,11399,11535,11499,,Rachel Zane,Hands,,,,,Yes,2016-11-20,2017-11-07,No,11499,Candice Greer,Female,1960-06-13,0,0,0,0,0,0,1,0,20614 days 00:00:00.000000000,0,0,0,0,0,0,1,0,0,0
11400,11400,11536,11500,Referal,Rachel Zane,Ankle,,,,,No,2016-02-10,2017-11-07,Yes,11500,Heather Fox,Female,1961-10-07,0,0,0,0,1,0,1,0,19849 days 00:00:00.000000000,1,0,0,0,0,0,0,0,0,0
11401,11401,11537,11501,Other,Rusty Sabich,Neck,Hip,,,,Yes,2015-04-12,2017-11-07,No,11501,Matthew Hoover,Male,,0,0,0,1,0,0,0,1,,0,0,0,0,0,0,0,0,1,1
11402,11402,11538,11502,Referal,Joanee Galloway,Hand,Hip,,,,No,2016-01-19,2017-11-08,No,11502,Pamela Rowe,Female,1992-08-22,0,0,0,0,1,0,1,0,8550 days 00:00:00.000000000,0,0,0,0,0,1,0,0,1,0
11403,11403,11539,11503,,Joanee Galloway,Elbow,Arm,Neck,,,No,2017-06-27,2017-11-09,Yes,11503,Sheila Clayton,Female,1982-06-07,0,0,0,0,0,0,1,0,12804 days 00:00:00.000000000,0,1,1,0,0,0,0,0,0,1
11404,11404,11540,11504,Website,Daniel Kafee,Ankle,Elbow,Head,,,No,2015-12-05,2017-11-09,No,11504,Tomas Sheldon,Male,1977-06-19,0,0,0,0,0,1,0,1,14048 days 00:00:00.000000000,1,0,1,0,0,0,0,1,0,0
11405,11405,11541,11505,Referal,Daniel Kafee,Ankle,,,,,No,2015-09-26,2017-11-09,No,11505,Walter Zach,Male,1992-06-05,0,0,0,0,1,0,0,1,8513 days 00:00:00.000000000,1,0,0,0,0,0,0,0,0,0
11406,11406,11542,11506,Google,Perry Mason,Eye,Ankle,,,,No,2014-06-23,2017-11-10,No,11506,Charlotte Townsend,Female,1982-08-03,0,0,1,0,0,0,1,0,11647 days 00:00:00.000000000,1,0,0,1,0,0,0,0,0,0
11407,11407,11543,11507,Website,Rusty Sabich,Arm,Hip,Head,,,Yes,2015-07-13,2017-11-10,No,11507,Carl Drummond,Male,1982-10-09,0,0,0,0,0,1,0,1,11965 days 00:00:00.000000000,0,1,0,0,0,0,0,1,1,0
11408,11408,11544,11508,Facebook,,Arm,Ankle,,,,No,2015-09-25,2017-11-11,No,11508,Virginia Fitzgerald,Female,1958-07-21,0,1,0,0,0,0,1,0,20885 days 00:00:00.000000000,1,1,0,0,0,0,0,0,0,0
11409,11409,11545,11509,Website,Atticus Finch,Neck,,,,,Yes,2015-04-08,2017-11-11,No,11509,Phyllis Furey,Female,1970-07-08,0,0,0,0,0,1,1,0,16345 days 00:00:00.000000000,0,0,0,0,0,0,0,0,0,1
11410,11410,11546,11510,Google,Rachel Zane,Arm,Hand,,,,No,2016-03-15,2017-11-11,Yes,11510,Brian Baker,Male,1964-02-10,0,0,1,0,0,0,0,1,19027 days 00:00:00.000000000,0,1,0,0,0,1,0,0,0,0
11411,11411,11547,11511,Google,Ally Mcbeal,Head,Foot/Feet,Eye,,,No,2013-06-03,2017-11-12,No,11511,Daniel Booker,Male,1988-07-06,0,0,1,0,0,0,0,1,9098 days 00:00:00.000000000,0,0,0,1,1,0,0,1,0,0
11412,11412,11548,11512,Referal,Joanee Galloway,Neck,Arm,,,,Yes,2017-11-02,2017-11-13,Yes,11512,Leon Kanahele,Male,1952-11-07,0,0,0,0,1,0,0,1,23736 days 00:00:00.000000000,0,1,0,0,0,0,0,0,0,1
11413,11413,11549,11513,,Joanee Galloway,Neck,Head,Eye,,,Yes,2016-04-12,2017-11-14,Yes,11513,Nancy Myers,Female,1989-04-07,0,0,0,0,0,0,1,0,9867 days 00:00:00.000000000,0,0,0,1,0,0,0,1,0,1
11414,11414,11550,11514,Google,Rachel Zane,Ankle,Elbow,,,,No,2016-09-28,2017-11-15,No,11514,Kenneth Kenney,Male,1976-11-20,0,0,1,0,0,0,0,1,14557 days 00:00:00.000000000,1,0,1,0,0,0,0,0,0,0
11415,11415,11551,11515,,Rusty Sabich,Arm,,,,,Yes,2013-11-26,2017-11-15,No,11515,Harry Boozer,Male,2015-07-11,0,0,0,0,0,0,0,1,-592 days +00:00:00.000000000,0,1,0,0,0,0,0,0,0,0
11416,11416,11552,11516,Referal,Patty Hewes,Neck,,,,,Yes,2016-07-31,2017-11-15,Yes,11516,Ted Mccrystal,Male,1981-09-15,0,0,0,0,1,0,0,1,12738 days 00:00:00.000000000,0,0,0,0,0,0,0,0,0,1
11417,11417,11553,11517,Referal,Perry Mason,Elbow,,,,,No,2016-06-20,2017-11-15,Yes,11517,Anna Thompson,Female,1959-03-10,0,0,0,0,1,0,1,0,20922 days 00:00:00.000000000,0,0,1,0,0,0,0,0,0,0
11418,11418,11554,11518,,Rachel Zane,Hands,,,,,No,2016-04-18,2017-11-16,No,11518,David Locy,Male,2009-10-10,0,0,0,0,0,0,0,1,2382 days 00:00:00.000000000,0,0,0,0,0,0,1,0,0,0
11419,11419,11555,11519,Facebook,Daniel Kafee,Eye,Hands,,,,No,2016-07-25,2017-11-16,No,11519,Linda Engles,Female,1970-05-15,0,1,0,0,0,0,1,0,16873 days 00:00:00.000000000,0,0,0,1,0,0,1,0,0,0
11420,11420,11556,11520,,Daniel Kafee,Elbow,,,,,No,2013-06-27,2017-11-17,No,11520,Gabrielle Sandmeier,Female,1966-06-29,0,0,0,0,0,0,1,0,17165 days 00:00:00.000000000,0,0,1,0,0,0,0,0,0,0
11421,11421,11557,11521,,Rachel Zane,Elbow,Head,,,,No,2015-02-24,2017-11-18,No,11521,Lula Lucas,Female,1997-12-03,0,0,0,0,0,0,1,0,6292 days 00:00:00.000000000,0,0,1,0,0,0,0,1,0,0
11422,11422,11558,11522,,Atticus Finch,Head,,,,,No,2015-04-04,2017-11-18,No,11522,Jim Kirchner,Male,1982-07-05,0,0,0,0,0,0,0,1,11961 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,0
11423,11423,11559,11523,Google,Rachel Zane,Neck,Arm,,,,Yes,2015-04-02,2017-11-18,No,11523,Lonna Blair,Female,1956-12-04,0,0,1,0,0,0,1,0,21303 days 00:00:00.000000000,0,1,0,0,0,0,0,0,0,1
11424,11424,11560,11524,Facebook,,Hands,Foot/Feet,,,,No,2015-12-29,2017-11-19,Yes,11524,Maria May,Female,1961-01-28,0,1,0,0,0,0,1,0,20058 days 00:00:00.000000000,0,0,0,0,1,0,1,0,0,0
11425,11425,11561,11525,Website,Ally Mcbeal,Head,,,,,No,2013-12-10,2017-11-20,No,11525,Letha Biles,Female,2004-08-25,0,0,0,0,0,1,1,0,3394 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,0
11426,11426,11562,11526,Referal,Joanee Galloway,Ankle,Eye,,,,No,2015-12-22,2017-11-21,Yes,11526,Henry Mcclellan,Male,1987-10-02,0,0,0,0,1,0,0,1,10308 days 00:00:00.000000000,1,0,0,1,0,0,0,0,0,0
11427,11427,11563,11527,Website,Perry Mason,Eye,Arm,,,,No,2013-12-21,2017-11-21,No,11527,Abigail Bodenhamer,Female,1970-08-27,0,0,0,0,0,1,1,0,15822 days 00:00:00.000000000,0,1,0,1,0,0,0,0,0,0
11428,11428,11564,11528,Website,Joanee Galloway,Ankle,,,,,No,2016-06-09,2017-11-22,Yes,11528,Marian Carter,Female,1965-08-08,0,0,0,0,0,1,1,0,18568 days 00:00:00.000000000,1,0,0,0,0,0,0,0,0,0
11429,11429,11565,11529,Facebook,Patty Hewes,Eye,,,,,Yes,2016-03-16,2017-11-23,No,11529,Danny Burris,Male,2007-01-17,0,1,0,0,0,0,0,1,3346 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,0
11430,11430,11566,11530,Google,Atticus Finch,Head,,,,,No,2016-03-20,2017-11-23,Yes,11530,David Kime,Male,1998-02-06,0,0,1,0,0,0,0,1,6617 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,0
11431,11431,11567,11531,Referal,Atticus Finch,Head,,,,,No,2011-11-20,2017-11-23,No,11531,John Rivas,Male,1974-05-22,0,0,0,0,1,0,0,1,13696 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,0
11432,11432,11568,11532,Referal,Joanee Galloway,Neck,Arm,,,,Yes,2010-02-20,2017-11-23,No,11532,David Stewart,Male,2009-04-21,0,0,0,0,1,0,0,1,305 days 00:00:00.000000000,0,1,0,0,0,0,0,0,0,1
11433,11433,11569,11533,Referal,Daniel Kafee,Hands,Ankle,,,,No,2016-01-10,2017-11-23,Yes,11533,Alexandra Watkins,Female,1976-04-11,0,0,0,0,1,0,1,0,14518 days 00:00:00.000000000,1,0,0,0,0,0,1,0,0,0
11434,11434,11570,11534,,Atticus Finch,Elbow,Arm,,,,No,2017-05-24,2017-11-23,Yes,11534,Jeffrey Michelotti,Male,1951-07-10,0,0,0,0,0,0,0,1,24060 days 00:00:00.000000000,0,1,1,0,0,0,0,0,0,0
11435,11435,11571,11535,Other,Atticus Finch,Head,,,,,No,2015-02-10,2017-11-24,No,11535,Joshua Nesbit,Male,1966-11-03,0,0,0,1,0,0,0,1,17631 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,0
11436,11436,11572,11536,,Daniel Kafee,Foot/Feet,Arm,,,,Yes,2015-06-16,2017-11-25,No,11536,Sheila Koch,Female,1951-04-07,0,0,0,0,0,0,1,0,23446 days 00:00:00.000000000,0,1,0,0,1,0,0,0,0,0
11437,11437,11573,11537,Facebook,Atticus Finch,Hand,Arm,,,,No,2015-05-27,2017-11-26,No,11537,Jessie Baldwin,Female,1959-07-20,0,1,0,0,0,0,1,0,20400 days 00:00:00.000000000,0,1,0,0,0,1,0,0,0,0
11438,11438,11574,11538,Google,Atticus Finch,Arm,Head,,,,No,2016-11-24,2017-11-27,No,11538,Ben Buford,Male,1953-11-12,0,0,1,0,0,0,0,1,23023 days 00:00:00.000000000,0,1,0,0,0,0,0,1,0,0
11439,11439,11575,11539,,Daniel Kafee,Head,Eye,,,,Yes,2017-02-09,2017-11-27,Yes,11539,Katie Smith,Female,1991-01-03,0,0,0,0,0,0,1,0,9534 days 00:00:00.000000000,0,0,0,1,0,0,0,1,0,0
11440,11440,11576,11540,Referal,Patty Hewes,Eye,Ankle,Head,,,No,2016-10-02,2017-11-28,Yes,11540,Luke Dykstra,Male,1978-01-14,0,0,0,0,1,0,0,1,14141 days 00:00:00.000000000,1,0,0,1,0,0,0,1,0,0
11441,11441,11577,11541,Referal,Joanee Galloway,Eye,,,,,No,2016-11-08,2017-11-28,Yes,11541,Reta Ferguson,Female,1968-12-11,0,0,0,0,1,0,1,0,17499 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,0
11442,11442,11578,11542,Referal,Ally Mcbeal,Ankle,Hands,,,,Yes,2016-12-24,2017-11-28,Yes,11542,Larry Anderson,,1981-04-19,0,0,0,0,1,0,0,0,13033 days 00:00:00.000000000,1,0,0,0,0,0,1,0,0,0
11443,11443,11579,11543,Google,Atticus Finch,Eye,Neck,,,,Yes,2014-10-19,2017-11-28,No,11543,Colette Manning,Female,1997-01-09,0,0,1,0,0,0,1,0,6492 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,1
11444,11444,11580,11544,Other,Rusty Sabich,Foot/Feet,,,,,No,2017-09-22,2017-11-29,Yes,11544,Nancy Milo,Female,1981-08-28,0,0,0,1,0,0,1,0,13174 days 00:00:00.000000000,0,0,0,0,1,0,0,0,0,0
11445,11445,11581,11545,Facebook,Atticus Finch,Head,Neck,,,,Yes,2014-05-23,2017-11-29,No,11545,Lyn Hall,Female,2020-07-21,0,1,0,0,0,0,1,0,-2251 days +00:00:00.000000000,0,0,0,0,0,0,0,1,0,1
11446,11446,11582,11546,,Joanee Galloway,Ankle,Elbow,Eye,Hip,,No,2017-01-06,2017-11-30,No,11546,Johnnie Thomason,Female,1965-06-12,0,0,0,0,0,0,1,0,18836 days 00:00:00.000000000,1,0,1,1,0,0,0,0,1,0
11447,11447,11583,11547,Facebook,Daniel Kafee,Hands,,,,,No,2014-10-09,2017-12-01,No,11547,Clotilde Price,Female,2003-08-06,0,1,0,0,0,0,1,0,4082 days 00:00:00.000000000,0,0,0,0,0,0,1,0,0,0
11448,11448,11584,11548,Referal,Daniel Kafee,Neck,Head,Foot/Feet,,,No,2014-08-26,2017-12-01,No,11548,Ty Stromberg,Male,1961-07-30,0,0,0,0,1,0,0,1,19385 days 00:00:00.000000000,0,0,0,0,1,0,0,1,0,1
11449,11449,11585,11549,Referal,,Head,,,,,No,2017-10-10,2017-12-02,Yes,11549,Michael Evans,Male,1980-10-15,0,0,0,0,1,0,0,1,13509 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,0
11450,11450,11586,11550,Website,Joanee Galloway,Ankle,,,,,No,2015-11-15,2017-12-02,No,11550,Robert Weng,Male,1965-04-13,0,0,0,0,0,1,0,1,18478 days 00:00:00.000000000,1,0,0,0,0,0,0,0,0,0
11451,11451,11587,11551,,Atticus Finch,Ankle,Hip,,,,Yes,2013-06-03,2017-12-03,No,11551,Yolanda Lyons,Female,2008-03-20,0,0,0,0,0,0,1,0,1901 days 00:00:00.000000000,1,0,0,0,0,0,0,0,1,0
11452,11452,11588,11552,Facebook,,Head,Elbow,,,,No,2010-02-20,2017-12-04,No,11552,Herbert Armstrong,Male,1964-01-12,0,1,0,0,0,0,0,1,16841 days 00:00:00.000000000,0,0,1,0,0,0,0,1,0,0
11453,11453,11589,11553,Website,Perry Mason,Head,,,,,No,2013-12-17,2017-12-05,No,11553,Mary Acosta,Female,1955-09-13,0,0,0,0,0,1,1,0,21280 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,0
11454,11454,11590,11554,Referal,Rusty Sabich,Neck,,,,,Yes,2017-09-29,2017-12-06,Yes,11554,Bruce Schlenker,Male,1964-06-08,0,0,0,0,1,0,0,1,19471 days 00:00:00.000000000,0,0,0,0,0,0,0,0,0,1
11455,11455,11591,11555,,Perry Mason,Hand,,,,,No,2014-03-22,2017-12-07,No,11555,Albert Smith,Male,1987-02-23,0,0,0,0,0,0,0,1,9889 days 00:00:00.000000000,0,0,0,0,0,1,0,0,0,0
11456,11456,11592,11556,Other,Daniel Kafee,Hand,,,,,No,2013-11-11,2017-12-07,No,11556,Everett Darnell,Male,1982-08-19,0,0,0,1,0,0,0,1,11407 days 00:00:00.000000000,0,0,0,0,0,1,0,0,0,0
11457,11457,11593,11557,Referal,Daniel Kafee,Elbow,Eye,,,,Yes,2014-02-01,2017-12-07,No,11557,Robert Fallon,Male,1986-09-17,0,0,0,0,1,0,0,1,9999 days 00:00:00.000000000,0,0,1,1,0,0,0,0,0,0
11458,11458,11594,11558,,Perry Mason,Eye,Neck,Head,,,Yes,2016-09-17,2017-12-07,Yes,11558,Tabitha Knott,Female,1975-01-02,0,0,0,0,0,0,1,0,15234 days 00:00:00.000000000,0,0,0,1,0,0,0,1,0,1
11459,11459,11595,11559,Google,Perry Mason,Neck,Eye,Hand,Ankle,Hands,Yes,2017-04-06,2017-12-07,Yes,11559,Shelly Miller,Female,1990-09-03,0,0,1,0,0,0,1,0,9712 days 00:00:00.000000000,1,0,0,1,0,1,1,0,0,1
11460,11460,11596,11560,Website,Daniel Kafee,Elbow,Neck,Eye,,,Yes,2017-10-05,2017-12-07,Yes,11560,Catherine Howley,Female,1981-04-17,0,0,0,0,0,1,1,0,13320 days 00:00:00.000000000,0,0,1,1,0,0,0,0,0,1
11461,11461,11597,11561,Other,,Neck,Foot/Feet,Hand,,,Yes,2017-01-22,2017-12-08,Yes,11561,Norberto Mcfadden,Male,1980-08-10,0,0,0,1,0,0,0,1,13314 days 00:00:00.000000000,0,0,0,0,1,1,0,0,0,1
11462,11462,11598,11562,Google,Rusty Sabich,Ankle,Arm,Hand,Hip,,Yes,2017-10-18,2017-12-08,No,11562,Angelo Warner,Female,1997-10-12,0,0,1,0,0,0,1,0,7311 days 00:00:00.000000000,1,1,0,0,0,1,0,0,1,0
11463,11463,11599,11563,Website,Perry Mason,Eye,Head,,,,No,2017-10-04,2017-12-08,Yes,11563,Scott Pugmire,Male,1989-02-03,0,0,0,0,0,1,0,1,10470 days 00:00:00.000000000,0,0,0,1,0,0,0,1,0,0
11464,11464,11600,11564,Other,Joanee Galloway,Elbow,Eye,,,,No,2016-07-31,2017-12-08,No,11564,Lynette Agnes,Female,1950-08-02,0,0,0,1,0,0,1,0,24105 days 00:00:00.000000000,0,0,1,1,0,0,0,0,0,0
11465,11465,11601,11565,Facebook,Daniel Kafee,Head,Eye,,,,Yes,2016-02-03,2017-12-09,Yes,11565,Marita French,Female,2003-12-19,0,1,0,0,0,0,1,0,4429 days 00:00:00.000000000,0,0,0,1,0,0,0,1,0,0
11466,11466,11602,11566,Google,Ally Mcbeal,Foot/Feet,,,,,Yes,2017-03-22,2017-12-09,Yes,11566,Cindy Goodermote,Female,2012-11-04,0,0,1,0,0,0,1,0,1599 days 00:00:00.000000000,0,0,0,0,1,0,0,0,0,0
11467,11467,11603,11567,Referal,Atticus Finch,Ankle,Hip,,,,Yes,2016-07-15,2017-12-10,No,11567,John Lewis,Male,2018-06-11,0,0,0,0,1,0,0,1,-696 days +00:00:00.000000000,1,0,0,0,0,0,0,0,1,0
11468,11468,11604,11568,,Rachel Zane,Eye,Ankle,,,,Yes,2015-12-27,2017-12-10,No,11568,Joan Slevin,Female,1987-06-27,0,0,0,0,0,0,1,0,10410 days 00:00:00.000000000,1,0,0,1,0,0,0,0,0,0
11469,11469,11605,11569,Referal,Rusty Sabich,Hand,Head,,,,No,2016-12-20,2017-12-10,Yes,11569,David Bromley,Male,1996-05-21,0,0,0,0,1,0,0,1,7518 days 00:00:00.000000000,0,0,0,0,0,1,0,1,0,0
11470,11470,11606,11570,Google,Joanee Galloway,Hands,,,,,Yes,2013-09-23,2017-12-11,No,11570,Ethel Gonzales,Female,1986-08-29,0,0,1,0,0,0,1,0,9887 days 00:00:00.000000000,0,0,0,0,0,0,1,0,0,0
11471,11471,11607,11571,Facebook,Patty Hewes,Elbow,Ankle,Head,,,Yes,2016-05-16,2017-12-12,No,11571,Nikita Shaw,Female,1986-08-30,0,1,0,0,0,0,1,0,10852 days 00:00:00.000000000,1,0,1,0,0,0,0,1,0,0
11472,11472,11608,11572,Google,Patty Hewes,Head,Eye,,,,Yes,2015-09-14,2017-12-12,No,11572,Kristopher Schroeder,Male,1957-03-27,0,0,1,0,0,0,0,1,21355 days 00:00:00.000000000,0,0,0,1,0,0,0,1,0,0
11473,11473,11609,11573,Other,Perry Mason,Ankle,Head,Neck,,,Yes,2016-03-21,2017-12-13,Yes,11573,Sharon Lamb,Female,1962-10-10,0,0,0,1,0,0,1,0,19521 days 00:00:00.000000000,1,0,0,0,0,0,0,1,0,1
11474,11474,11610,11574,Website,,Hands,Head,,,,Yes,2017-07-03,2017-12-13,No,11574,Brian Cole,Male,1997-04-17,0,0,0,0,0,1,0,1,7382 days 00:00:00.000000000,0,0,0,0,0,0,1,1,0,0
11475,11475,11611,11575,Facebook,Joanee Galloway,Head,Foot/Feet,Hands,Eye,,Yes,2015-02-18,2017-12-13,No,11575,Ronald Lehnertz,Male,1959-10-04,0,1,0,0,0,0,0,1,20226 days 00:00:00.000000000,0,0,0,1,1,0,1,1,0,0
11476,11476,11612,11576,Other,,Elbow,Head,,,,Yes,2016-05-22,2017-12-14,No,11576,Ashley Green,Female,1983-11-10,0,0,0,1,0,0,1,0,11882 days 00:00:00.000000000,0,0,1,0,0,0,0,1,0,0
11477,11477,11613,11577,Website,Rusty Sabich,Ankle,,,,,Yes,2015-04-10,2017-12-15,No,11577,Chad Essary,Male,1970-05-25,0,0,0,0,0,1,0,1,16391 days 00:00:00.000000000,1,0,0,0,0,0,0,0,0,0
11478,11478,11614,11578,,Perry Mason,Hands,,,,,No,2017-01-21,2017-12-15,No,11578,John Chen,Male,2002-02-08,0,0,0,0,0,0,0,1,5461 days 00:00:00.000000000,0,0,0,0,0,0,1,0,0,0
11479,11479,11615,11579,,Joanee Galloway,Hands,Foot/Feet,,,,No,2010-03-24,2017-12-15,No,11579,Cierra Howard,Female,1959-07-19,0,0,0,0,0,0,1,0,18511 days 00:00:00.000000000,0,0,0,0,1,0,1,0,0,0
11480,11480,11616,11580,,Rusty Sabich,Foot/Feet,Hip,,,,No,2015-11-26,2017-12-15,No,11580,Sandra Vanderburg,Female,1990-05-08,0,0,0,0,0,0,1,0,9333 days 00:00:00.000000000,0,0,0,0,1,0,0,0,1,0
11481,11481,11617,11581,Referal,Rusty Sabich,Hands,,,,,Yes,2017-01-22,2017-12-16,Yes,11581,Elizabeth Harms,Female,1992-01-21,0,0,0,0,1,0,1,0,9133 days 00:00:00.000000000,0,0,0,0,0,0,1,0,0,0
11482,11482,11618,11582,Referal,Patty Hewes,Hands,Hip,Hand,,,No,2017-04-11,2017-12-16,No,11582,Brian Reid,Male,2018-11-13,0,0,0,0,1,0,0,1,-581 days +00:00:00.000000000,0,0,0,0,0,1,1,0,1,0
11483,11483,11619,11583,Website,Daniel Kafee,Hand,Ankle,,,,No,2016-11-06,2017-12-17,Yes,11583,Diane Lopez,Female,2006-08-18,0,0,0,0,0,1,1,0,3733 days 00:00:00.000000000,1,0,0,0,0,1,0,0,0,0
11484,11484,11620,11584,Referal,Perry Mason,Elbow,Hands,,,,No,2015-06-14,2017-12-18,No,11584,Daniel Jones,Male,2000-07-11,0,0,0,0,1,0,0,1,5451 days 00:00:00.000000000,0,0,1,0,0,0,1,0,0,0
11485,11485,11621,11585,Other,Rachel Zane,Neck,Head,,,,Yes,2016-02-07,2017-12-19,Yes,11585,Francis Faria,Female,1967-09-05,0,0,0,1,0,0,1,0,17687 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,1
11486,11486,11622,11586,Website,Rachel Zane,Ankle,,,,,Yes,2016-05-24,2017-12-19,No,11586,Charles Hatley,Male,2011-06-19,0,0,0,0,0,1,0,1,1801 days 00:00:00.000000000,1,0,0,0,0,0,0,0,0,0
11487,11487,11623,11587,,Joanee Galloway,Elbow,Hand,Eye,,,Yes,2017-10-30,2017-12-19,No,11587,Richard Mckinney,Male,1986-12-18,0,0,0,0,0,0,0,1,11274 days 00:00:00.000000000,0,0,1,1,0,1,0,0,0,0
11488,11488,11624,11588,Other,,Head,,,,,No,2012-09-08,2017-12-20,No,11588,Abigail Bledsaw,Female,2008-04-08,0,0,0,1,0,0,1,0,1614 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,0
11489,11489,11625,11589,Facebook,,Hand,Head,,,,No,2016-04-14,2017-12-20,No,11589,Winona Keating,Female,1967-08-05,0,1,0,0,0,0,1,0,17785 days 00:00:00.000000000,0,0,0,0,0,1,0,1,0,0
11490,11490,11626,11590,,Atticus Finch,Neck,Hands,,,,Yes,2016-01-03,2017-12-20,No,11590,Randy Sosebee,Male,1988-12-15,0,0,0,0,0,0,0,1,9880 days 00:00:00.000000000,0,0,0,0,0,0,1,0,0,1
11491,11491,11627,11591,Facebook,Atticus Finch,Hands,,,,,Yes,2016-02-28,2017-12-21,No,11591,Michael Bunning,Male,1996-12-08,0,1,0,0,0,0,0,1,7021 days 00:00:00.000000000,0,0,0,0,0,0,1,0,0,0
